id,source,timestamp,garment_type,gender,color,pattern,style,engagement_likes,engagement_comments,engagement_views,geography,image_path,image_url,fit,length,neckline,sleeve,fabric,engagement_metric,influence_type,influence_identifier
instagram_1568,Marketplace,23-09-2024,Kurta,men,green,stripes,streetwear,172,380,12812,US,img_1568.jpg,,regular,ankle-length,collared,cap sleeve,linen,4454.67,franchise,Marvel Phase 5 Release 2024
instagram_1569,Facebook,08-03-2025,Kurta,men,black,animal print,festive,4189,178,8970,India,img_1569.jpg,,bodycon,ankle-length,off-shoulder,cap sleeve,rayon,4445.67,franchise,Star Wars New Trilogy 2025
instagram_1570,Celebrities,11-01-2024,Blazer,men,yellow,floral,streetwear,8805,387,15445,Global,img_1570.jpg,,flared,mini,collared,sleeveless,cotton,8212.33,designer launches,Gucci FW 2024
instagram_1571,Facebook,01-06-2024,Saree,women,pink,stripes,formal,424,185,38357,Global,img_1571.jpg,,relaxed fit,maxi,collared,puff sleeve,cotton,12988.67,event - political,India State Elections 2024
instagram_1572,Instagram,13-04-2024,Kurta,men,red,animal print,casual,5989,427,25272,Global,img_1572.jpg,,straight cut,cropped,boat neck,bell sleeve,viscose,10562.67,event - political,US Presidential Election 2024
instagram_1573,YouTube,04-04-2024,Skirt,women,yellow,checks,streetwear,3026,7,650,Europe,img_1573.jpg,,regular,midi,boat neck,cap sleeve,blends,1227.67,event - political,EU Parliament 2024
instagram_1574,Cinema,23-05-2024,Kurti,women,white,animal print,athleisure,2472,102,13783,Europe,img_1574.jpg,,regular,midi,crew neck,puff sleeve,blends,5452.33,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_1575,Facebook,28-07-2024,Sweatshirt,unisex,"red, yellow, black",animal print,festive,3208,175,8676,Europe,img_1575.jpg,,bodycon,maxi,crew neck,cap sleeve,linen,4019.67,event - political,EU Parliament 2024
instagram_1576,Celebrities,03-01-2024,Blazer,men,red,abstract,streetwear,309,272,18342,US,img_1576.jpg,,regular,knee-length,halter,half sleeve,knits,6307.67,books,Pulitzer Feature 2024
instagram_1577,Celebrities,25-10-2024,Jeans,men,red,animal print,festive,3586,183,33021,India,img_1577.jpg,,fit,maxi,polo neck,bell sleeve,linen,12263.33,event - political,India State Elections 2024
instagram_1578,YouTube,16-05-2025,T-Shirt,men,blue,checks,festive,809,90,22344,US,img_1578.jpg,,Slim fit,cropped,halter,puff sleeve,polyester,7747.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1579,YouTube,20-02-2024,Jacket,unisex,blue,floral,casual,1238,117,81686,Global,img_1579.jpg,,Slim fit,knee-length,halter,sleeveless,denim,27680.33,event - political,US Presidential Election 2024
instagram_1580,Marketplace,30-11-2024,Dress,women,"yellow, red",checks,formal,80,72,3521,India,img_1580.jpg,,straight cut,mini,v-neck,puff sleeve,denim,1224.33,books,Bestseller Book Tour 2024
instagram_1581,Celebrities,15-04-2024,Blazer,men,beige,abstract,festive,4447,84,68872,US,img_1581.jpg,,fit,ankle-length,v-neck,full sleeve,polyester,24467.67,designer launches,Zara Designer Collab 2024
instagram_1582,YouTube,01-11-2025,Jeans,men,black,solid,casual,2563,194,7130,Europe,img_1582.jpg,,bodycon,midi,collared,3/4 sleeve,viscose,3295.67,franchise,Star Wars New Trilogy 2025
instagram_1583,Instagram,17-01-2025,Skirt,women,"red, pink",checks,formal,5462,362,10070,Europe,img_1583.jpg,,relaxed fit,maxi,halter,half sleeve,blends,5298,franchise,Star Wars New Trilogy 2025
instagram_1584,Cinema,11-08-2024,T-Shirt,men,white,stripes,streetwear,2908,55,14538,Global,img_1584.jpg,,straight cut,cropped,collared,bell sleeve,rayon,5833.67,trending memes,Vogue Challenge 2024
instagram_1585,Facebook,01-12-2024,Top,women,green,abstract,festive,208,209,31815,Europe,img_1585.jpg,,fit,full-length,halter,3/4 sleeve,rayon,10744,event - political,EU Parliament 2024
instagram_1586,Facebook,03-02-2024,Blazer,men,green,checks,formal,2617,438,2798,Global,img_1586.jpg,,a-line,full-length,polo neck,half sleeve,knits,1951,designer launches,Gucci FW 2024
instagram_1587,YouTube,12-11-2024,T-Shirt,men,pink,checks,streetwear,198,364,62619,Global,img_1587.jpg,,Slim fit,cropped,square neck,half sleeve,viscose,21060.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1588,Celebrities,09-09-2025,Saree,women,blue,polka dots,streetwear,1602,34,33302,US,img_1588.jpg,,fit,maxi,collared,half sleeve,jersey,11646,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1589,Cinema,11-07-2024,T-Shirt,men,pink,graphic prints,casual,146,89,84989,Europe,img_1589.jpg,,regular,midi,boat neck,cap sleeve,cotton,28408,event - political,EU Parliament 2024
instagram_1590,Celebrities,12-02-2025,Jeans,men,white,animal print,casual,3711,96,21519,US,img_1590.jpg,,relaxed fit,mini,v-neck,cap sleeve,viscose,8442,designer launches,Dior Haute 2025
instagram_1591,YouTube,03-09-2024,Hoodie,unisex,"pink, blue",abstract,streetwear,5873,151,40950,US,img_1591.jpg,,regular,ankle-length,off-shoulder,3/4 sleeve,cotton,15658,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1592,Cinema,10-03-2024,Saree,women,white,checks,casual,5197,309,30902,India,img_1592.jpg,,regular,cropped,halter,sleeveless,viscose,12136,franchise,Fast X Sequel 2024
instagram_1593,Facebook,13-03-2024,Blazer,men,black,abstract,athleisure,1196,394,8598,US,img_1593.jpg,,flared,ankle-length,off-shoulder,full sleeve,polyester,3396,trending memes,Cottagecore Revival Meme 2024
instagram_1594,YouTube,06-02-2025,Blazer,men,"beige, yellow",floral,casual,6981,39,36476,Global,img_1594.jpg,,Slim fit,cropped,crew neck,cap sleeve,knits,14498.67,books,Book-to-Film Adaptation 2025
instagram_1595,YouTube,06-11-2025,Jeans,unisex,"red, white, blue",solid,festive,2484,454,24158,Global,img_1595.jpg,,fit,midi,off-shoulder,half sleeve,cotton,9032,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1596,Facebook,10-12-2025,T-Shirt,men,green,graphic prints,athleisure,1667,76,8409,Europe,img_1596.jpg,,straight cut,cropped,square neck,half sleeve,denim,3384,franchise,Star Wars New Trilogy 2025
instagram_1597,YouTube,20-03-2024,T-Shirt,unisex,beige,checks,casual,257,414,4515,US,img_1597.jpg,,relaxed fit,knee-length,polo neck,half sleeve,viscose,1728.67,books,Pulitzer Feature 2024
instagram_1598,Celebrities,29-04-2024,Dress,women,beige,graphic prints,formal,1178,221,26959,India,img_1598.jpg,,a-line,midi,v-neck,cap sleeve,jersey,9452.67,trending memes,Distracted Boyfriend Revival
instagram_1599,Facebook,03-04-2024,T-Shirt,unisex,beige,polka dots,formal,5037,238,44770,India,img_1599.jpg,,bodycon,midi,halter,full sleeve,jersey,16681.67,event - political,US Presidential Election 2024
instagram_1600,Facebook,20-11-2025,Top,women,pink,floral,festive,3379,73,5589,Global,img_1600.jpg,,fit,ankle-length,crew neck,3/4 sleeve,linen,3013.67,event - memes,Super Bowl Halftime Meme 2025
instagram_1601,Cinema,06-03-2024,Jacket,unisex,green,tie-dye,casual,5107,465,6342,India,img_1601.jpg,,fit,full-length,halter,3/4 sleeve,linen,3971.33,franchise,Fast X Sequel 2024
instagram_1602,Instagram,13-06-2024,Top,women,pink,tie-dye,festive,8176,366,75,India,img_1602.jpg,,Slim fit,midi,collared,cap sleeve,jersey,2872.33,event - memes,Oscar Memes 2024
instagram_1603,Cinema,15-04-2024,Hoodie,unisex,"yellow, white",checks,casual,7505,62,7936,Europe,img_1603.jpg,,oversized,knee-length,collared,sleeveless,jersey,5167.67,designer launches,Gucci FW 2024
instagram_1604,Marketplace,11-03-2024,Jacket,unisex,yellow,checks,formal,210,462,36516,Global,img_1604.jpg,,regular,midi,boat neck,3/4 sleeve,viscose,12396,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_1605,Marketplace,03-07-2024,Sweatshirt,unisex,black,floral,casual,1851,241,2042,Global,img_1605.jpg,,straight cut,knee-length,crew neck,3/4 sleeve,cotton,1378,designer launches,Zara Designer Collab 2024
instagram_1606,Celebrities,13-08-2024,T-Shirt,unisex,yellow,floral,festive,3701,2,35372,US,img_1606.jpg,,straight cut,knee-length,crew neck,sleeveless,linen,13025,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_1607,Instagram,15-04-2025,Sweatshirt,unisex,beige,polka dots,casual,3096,340,35872,Global,img_1607.jpg,,oversized,midi,off-shoulder,full sleeve,denim,13102.67,designer launches,Prada SS 2025
instagram_1608,Marketplace,03-09-2025,Saree,women,black,tie-dye,formal,744,377,10251,Global,img_1608.jpg,,regular,mini,v-neck,full sleeve,cotton,3790.67,designer launches,Prada SS 2025
instagram_1609,Celebrities,29-08-2024,Shirt,men,"blue, red",animal print,streetwear,3086,88,6425,Europe,img_1609.jpg,,a-line,knee-length,polo neck,sleeveless,jersey,3199.67,event - memes,Oscar Memes 2024
instagram_1610,Instagram,18-09-2025,T-Shirt,unisex,green,solid,streetwear,3142,252,26560,India,img_1610.jpg,,relaxed fit,mini,collared,half sleeve,blends,9984.67,books,Book-to-Film Adaptation 2025
instagram_1611,Instagram,02-06-2024,Kurti,women,green,animal print,festive,10285,165,14610,Global,img_1611.jpg,,relaxed fit,knee-length,v-neck,bell sleeve,denim,8353.33,event - memes,Oscar Memes 2024
instagram_1612,Facebook,22-10-2024,Kurta,men,yellow,floral,formal,2034,135,24737,India,img_1612.jpg,,a-line,knee-length,polo neck,half sleeve,knits,8968.67,franchise,Marvel Phase 5 Release 2024
instagram_1613,Cinema,29-02-2024,Sweatshirt,unisex,yellow,stripes,festive,1877,163,10651,US,img_1613.jpg,,flared,knee-length,square neck,bell sleeve,jersey,4230.33,books,Bestseller Book Tour 2024
instagram_1614,Cinema,05-08-2024,Saree,women,"blue, green",checks,casual,784,220,49931,Global,img_1614.jpg,,Slim fit,knee-length,halter,cap sleeve,denim,16978.33,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1615,YouTube,14-09-2024,Saree,women,red,graphic prints,athleisure,1983,514,13395,India,img_1615.jpg,,Slim fit,maxi,polo neck,puff sleeve,viscose,5297.33,franchise,Marvel Phase 5 Release 2024
instagram_1616,Cinema,03-07-2024,Top,women,black,floral,festive,576,195,22124,US,img_1616.jpg,,straight cut,maxi,boat neck,bell sleeve,polyester,7631.67,designer launches,Gucci FW 2024
instagram_1617,Cinema,27-11-2024,T-Shirt,unisex,red,animal print,festive,2502,2,13253,US,img_1617.jpg,,oversized,maxi,square neck,puff sleeve,viscose,5252.33,event - political,US Presidential Election 2024
instagram_1618,Instagram,17-09-2024,T-Shirt,men,red,animal print,streetwear,3574,141,54365,Global,img_1618.jpg,,relaxed fit,midi,halter,half sleeve,viscose,19360,event - memes,April Fools Viral 2024
instagram_1619,Instagram,27-12-2024,Hoodie,unisex,"beige, green",floral,casual,3506,308,29248,India,img_1619.jpg,,a-line,mini,boat neck,half sleeve,viscose,11020.67,franchise,Marvel Phase 5 Release 2024
instagram_1620,Facebook,12-05-2024,Jeans,men,yellow,polka dots,athleisure,10860,275,14961,Europe,img_1620.jpg,,a-line,mini,halter,3/4 sleeve,cotton,8698.67,event - memes,Oscar Memes 2024
instagram_1621,Cinema,27-07-2024,Jacket,unisex,pink,stripes,formal,6,262,2570,Europe,img_1621.jpg,,bodycon,maxi,off-shoulder,puff sleeve,jersey,946,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1622,Marketplace,23-10-2024,T-Shirt,unisex,green,stripes,athleisure,2409,222,26912,India,img_1622.jpg,,relaxed fit,cropped,off-shoulder,full sleeve,polyester,9847.67,designer launches,Zara Designer Collab 2024
instagram_1623,Facebook,16-07-2024,Jeans,unisex,green,solid,festive,1578,373,38210,India,img_1623.jpg,,bodycon,mini,v-neck,sleeveless,jersey,13387,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_1624,Marketplace,07-09-2024,Jeans,unisex,green,solid,athleisure,273,343,16099,Global,img_1624.jpg,,bodycon,cropped,off-shoulder,3/4 sleeve,cotton,5571.67,designer launches,Ralph Lauren Spring Collection 2024
instagram_1625,Cinema,24-01-2024,T-Shirt,men,white,checks,formal,2381,280,45292,US,img_1625.jpg,,fit,full-length,crew neck,half sleeve,cotton,15984.33,trending memes,Vogue Challenge 2024
instagram_1626,YouTube,19-07-2024,Top,women,"green, red",graphic prints,festive,4757,155,3376,US,img_1626.jpg,,a-line,ankle-length,halter,3/4 sleeve,knits,2762.67,event - political,EU Parliament 2024
instagram_1627,YouTube,16-01-2025,Jeans,men,black,tie-dye,festive,4087,111,27062,US,img_1627.jpg,,Slim fit,full-length,polo neck,cap sleeve,viscose,10420,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1628,YouTube,12-03-2024,Jeans,men,black,floral,casual,1594,404,40209,Global,img_1628.jpg,,Slim fit,midi,square neck,bell sleeve,cotton,14069,event - memes,Oscar Memes 2024
instagram_1629,Celebrities,05-05-2024,Jeans,men,beige,solid,formal,1782,457,11584,US,img_1629.jpg,,flared,maxi,crew neck,full sleeve,blends,4607.67,books,Pulitzer Feature 2024
instagram_1630,Cinema,27-06-2024,T-Shirt,unisex,"white, yellow",floral,streetwear,330,336,23266,Global,img_1630.jpg,,straight cut,cropped,off-shoulder,3/4 sleeve,viscose,7977.33,trending memes,Cottagecore Revival Meme 2024
instagram_1631,Facebook,03-07-2024,Jacket,unisex,"beige, red",tie-dye,formal,536,372,12106,Europe,img_1631.jpg,,Slim fit,mini,crew neck,full sleeve,linen,4338,trending memes,Vogue Challenge 2024
instagram_1632,Instagram,26-06-2024,Jeans,unisex,white,stripes,athleisure,232,126,43865,India,img_1632.jpg,,oversized,mini,polo neck,half sleeve,knits,14741,designer launches,Chanel Cruise 2024
instagram_1633,Facebook,06-09-2025,Jeans,men,white,tie-dye,formal,3327,15,14396,Global,img_1633.jpg,,fit,ankle-length,halter,sleeveless,linen,5912.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1634,Instagram,19-12-2024,T-Shirt,unisex,green,animal print,streetwear,801,315,11027,US,img_1634.jpg,,flared,cropped,v-neck,full sleeve,denim,4047.67,designer launches,Gucci FW 2024
instagram_1635,Instagram,04-10-2024,T-Shirt,men,red,floral,festive,1023,148,19793,Europe,img_1635.jpg,,oversized,mini,square neck,sleeveless,polyester,6988,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1636,YouTube,16-09-2024,Hoodie,unisex,red,tie-dye,streetwear,3118,171,22296,Global,img_1636.jpg,,straight cut,cropped,collared,cap sleeve,jersey,8528.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1637,YouTube,01-06-2024,Kurta,men,red,animal print,streetwear,1320,109,38949,US,img_1637.jpg,,flared,cropped,halter,cap sleeve,blends,13459.33,books,Bestseller Book Tour 2024
instagram_1638,Celebrities,09-12-2025,Jeans,men,green,stripes,casual,2640,314,1578,Global,img_1638.jpg,,straight cut,mini,boat neck,full sleeve,polyester,1510.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1639,Facebook,08-12-2024,Jeans,unisex,"white, green",floral,festive,1145,130,58098,India,img_1639.jpg,,straight cut,mini,off-shoulder,cap sleeve,polyester,19791,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1640,Facebook,11-04-2024,Jeans,men,yellow,abstract,festive,3755,311,2821,US,img_1640.jpg,,oversized,ankle-length,off-shoulder,half sleeve,cotton,2295.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1641,Celebrities,12-02-2024,Blazer,men,yellow,checks,casual,622,27,24034,Global,img_1641.jpg,,Slim fit,ankle-length,off-shoulder,half sleeve,rayon,8227.67,event - political,US Presidential Election 2024
instagram_1642,YouTube,14-10-2024,Shirt,men,green,checks,formal,1060,258,32176,India,img_1642.jpg,,oversized,knee-length,collared,full sleeve,denim,11164.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1643,YouTube,08-02-2024,Jacket,unisex,blue,animal print,formal,5107,94,23855,India,img_1643.jpg,,flared,ankle-length,collared,3/4 sleeve,viscose,9685.33,trending memes,Cottagecore Revival Meme 2024
instagram_1644,YouTube,14-07-2024,T-Shirt,unisex,yellow,solid,streetwear,1755,43,9942,Europe,img_1644.jpg,,a-line,midi,polo neck,puff sleeve,polyester,3913.33,event - political,India State Elections 2024
instagram_1645,YouTube,26-05-2024,Jeans,men,white,tie-dye,festive,3393,228,51298,India,img_1645.jpg,,fit,knee-length,polo neck,full sleeve,linen,18306.33,event - memes,April Fools Viral 2024
instagram_1646,YouTube,15-12-2024,Shirt,men,blue,polka dots,casual,7879,282,12742,Global,img_1646.jpg,,oversized,cropped,off-shoulder,puff sleeve,jersey,6967.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1647,Facebook,03-11-2024,Saree,women,yellow,solid,athleisure,2221,400,30805,Global,img_1647.jpg,,relaxed fit,full-length,square neck,half sleeve,linen,11142,books,Pulitzer Feature 2024
instagram_1648,Cinema,14-08-2024,Kurti,women,blue,graphic prints,festive,2486,27,2833,Europe,img_1648.jpg,,straight cut,maxi,polo neck,half sleeve,blends,1782,franchise,Marvel Phase 5 Release 2024
instagram_1649,Marketplace,01-08-2024,Jeans,unisex,green,abstract,streetwear,3722,164,14108,US,img_1649.jpg,,straight cut,mini,crew neck,bell sleeve,cotton,5998,trending memes,Distracted Boyfriend Revival
instagram_1650,Marketplace,12-01-2024,T-Shirt,unisex,white,animal print,festive,1104,438,25069,Global,img_1650.jpg,,fit,ankle-length,halter,bell sleeve,knits,8870.33,franchise,Marvel Phase 5 Release 2024
instagram_1651,Instagram,03-05-2024,Sweatshirt,unisex,red,stripes,festive,5331,35,8069,India,img_1651.jpg,,straight cut,knee-length,halter,full sleeve,cotton,4478.33,designer launches,Gucci FW 2024
instagram_1652,Celebrities,11-05-2025,T-Shirt,men,"pink, blue",abstract,casual,5533,80,9734,India,img_1652.jpg,,fit,maxi,halter,3/4 sleeve,polyester,5115.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1653,Facebook,01-09-2025,Jeans,men,beige,animal print,formal,3985,45,43815,Europe,img_1653.jpg,,flared,mini,off-shoulder,puff sleeve,denim,15948.33,designer launches,Prada SS 2025
instagram_1654,YouTube,25-03-2025,Kurti,women,yellow,polka dots,festive,2782,174,42387,Global,img_1654.jpg,,straight cut,ankle-length,halter,half sleeve,blends,15114.33,trending memes,Distracted Boyfriend Revival
instagram_1655,Celebrities,05-05-2024,Jeans,unisex,black,checks,formal,2342,180,52632,Global,img_1655.jpg,,regular,maxi,v-neck,3/4 sleeve,blends,18384.67,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_1656,Cinema,05-05-2024,Top,women,pink,animal print,formal,5179,75,8905,Europe,img_1656.jpg,,oversized,midi,crew neck,puff sleeve,jersey,4719.67,franchise,Marvel Phase 5 Release 2024
instagram_1657,Marketplace,04-12-2024,Shirt,men,red,polka dots,casual,1958,54,3474,Europe,img_1657.jpg,,flared,ankle-length,halter,3/4 sleeve,denim,1828.67,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1658,Instagram,02-02-2024,Shirt,men,white,checks,casual,4168,538,36017,Global,img_1658.jpg,,bodycon,full-length,square neck,full sleeve,knits,13574.33,trending memes,Distracted Boyfriend Revival
instagram_1659,Celebrities,16-01-2024,Jeans,unisex,white,polka dots,festive,3474,347,10354,India,img_1659.jpg,,bodycon,midi,polo neck,full sleeve,denim,4725,books,Bestseller Book Tour 2024
instagram_1660,Instagram,26-06-2024,Jacket,unisex,"black, green",solid,streetwear,906,199,20644,Global,img_1660.jpg,,relaxed fit,midi,v-neck,cap sleeve,polyester,7249.67,trending memes,Galaxy Brain Remix
instagram_1661,Cinema,22-09-2025,Blazer,men,"yellow, blue",solid,athleisure,3125,183,24801,Global,img_1661.jpg,,relaxed fit,mini,off-shoulder,cap sleeve,cotton,9369.67,books,Book-to-Film Adaptation 2025
instagram_1662,Instagram,12-12-2024,Saree,women,pink,animal print,casual,2625,9,46560,US,img_1662.jpg,,flared,mini,crew neck,sleeveless,blends,16398,trending memes,Cottagecore Revival Meme 2024
instagram_1663,Marketplace,24-11-2025,Kurta,men,"yellow, pink",solid,athleisure,7072,99,29865,Europe,img_1663.jpg,,relaxed fit,knee-length,boat neck,cap sleeve,denim,12345.33,event - memes,Super Bowl Halftime Meme 2025
instagram_1664,YouTube,03-09-2024,T-Shirt,men,green,floral,athleisure,150,146,6693,India,img_1664.jpg,,fit,knee-length,halter,3/4 sleeve,denim,2329.67,franchise,Marvel Phase 5 Release 2024
instagram_1665,Instagram,18-01-2024,Skirt,women,"black, pink",stripes,casual,5367,45,17576,Global,img_1665.jpg,,oversized,knee-length,v-neck,half sleeve,viscose,7662.67,event - memes,Oscar Memes 2024
instagram_1666,Facebook,20-07-2024,Top,women,red,abstract,festive,425,255,34432,India,img_1666.jpg,,regular,mini,polo neck,cap sleeve,cotton,11704,trending memes,Vogue Challenge 2024
instagram_1667,Marketplace,08-05-2025,Jeans,men,white,animal print,formal,2592,295,5683,US,img_1667.jpg,,a-line,maxi,halter,cap sleeve,viscose,2856.67,designer launches,Dior Haute 2025
instagram_1668,YouTube,09-02-2024,Sweatshirt,unisex,red,abstract,athleisure,2196,68,12186,Global,img_1668.jpg,,Slim fit,midi,v-neck,full sleeve,polyester,4816.67,trending memes,Galaxy Brain Remix
instagram_1669,Instagram,03-08-2024,Skirt,women,"white, black",animal print,casual,8105,102,10607,Global,img_1669.jpg,,bodycon,knee-length,halter,3/4 sleeve,jersey,6271.33,trending memes,Galaxy Brain Remix
instagram_1670,Celebrities,29-03-2024,Skirt,women,blue,abstract,festive,1031,26,3235,Europe,img_1670.jpg,,flared,ankle-length,boat neck,half sleeve,polyester,1430.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1671,Celebrities,26-08-2025,Dress,women,pink,graphic prints,streetwear,9090,17,48222,Global,img_1671.jpg,,Slim fit,full-length,square neck,cap sleeve,jersey,19109.67,designer launches,Dior Haute 2025
instagram_1672,Instagram,25-07-2024,Dress,women,white,floral,athleisure,1388,40,38224,Europe,img_1672.jpg,,oversized,knee-length,crew neck,puff sleeve,viscose,13217.33,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1673,Celebrities,02-10-2025,Sweatshirt,unisex,white,graphic prints,festive,4098,57,4210,Europe,img_1673.jpg,,oversized,knee-length,crew neck,bell sleeve,blends,2788.33,designer launches,Prada SS 2025
instagram_1674,Instagram,23-09-2024,Dress,women,beige,stripes,casual,2268,109,7644,Europe,img_1674.jpg,,bodycon,ankle-length,off-shoulder,bell sleeve,jersey,3340.33,franchise,Marvel Phase 5 Release 2024
instagram_1675,Marketplace,06-03-2024,Jeans,men,red,floral,formal,2828,284,76688,India,img_1675.jpg,,bodycon,full-length,square neck,half sleeve,linen,26600,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1676,YouTube,03-10-2025,Shirt,men,yellow,graphic prints,athleisure,884,110,80405,US,img_1676.jpg,,relaxed fit,full-length,off-shoulder,bell sleeve,viscose,27133,designer launches,Dior Haute 2025
instagram_1677,Facebook,30-12-2024,Dress,women,white,floral,festive,6565,144,21938,Europe,img_1677.jpg,,straight cut,ankle-length,halter,bell sleeve,jersey,9549,designer launches,Ralph Lauren Spring Collection 2024
instagram_1678,Marketplace,28-10-2024,Jeans,men,"blue, beige",checks,casual,475,249,15803,Global,img_1678.jpg,,flared,mini,collared,cap sleeve,blends,5509,trending memes,Cottagecore Revival Meme 2024
instagram_1679,Cinema,02-11-2024,Jeans,unisex,pink,graphic prints,athleisure,2525,222,8811,US,img_1679.jpg,,a-line,midi,square neck,sleeveless,rayon,3852.67,event - memes,April Fools Viral 2024
instagram_1680,Celebrities,11-02-2024,Blazer,men,red,graphic prints,festive,1044,48,7453,Europe,img_1680.jpg,,flared,mini,polo neck,sleeveless,knits,2848.33,event - political,EU Parliament 2024
instagram_1681,Cinema,29-01-2025,Shirt,men,green,graphic prints,streetwear,3467,52,30220,India,img_1681.jpg,,straight cut,mini,boat neck,cap sleeve,cotton,11246.33,franchise,Star Wars New Trilogy 2025
instagram_1682,Cinema,03-08-2024,Hoodie,unisex,red,checks,athleisure,4278,299,56111,US,img_1682.jpg,,straight cut,ankle-length,crew neck,puff sleeve,polyester,20229.33,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1683,Celebrities,17-09-2025,Jeans,men,black,tie-dye,streetwear,522,218,14266,Global,img_1683.jpg,,relaxed fit,midi,v-neck,bell sleeve,linen,5002,event - memes,Super Bowl Halftime Meme 2025
instagram_1684,Cinema,24-03-2024,Kurta,men,black,graphic prints,festive,1203,282,13869,Europe,img_1684.jpg,,flared,full-length,v-neck,cap sleeve,blends,5118,trending memes,Galaxy Brain Remix
instagram_1685,Marketplace,13-11-2024,Dress,women,yellow,floral,streetwear,1976,182,3581,Europe,img_1685.jpg,,a-line,ankle-length,polo neck,cap sleeve,cotton,1913,event - political,US Presidential Election 2024
instagram_1686,Marketplace,01-10-2024,Kurta,men,green,animal print,streetwear,3723,178,30742,India,img_1686.jpg,,a-line,midi,off-shoulder,full sleeve,cotton,11547.67,designer launches,Chanel Cruise 2024
instagram_1687,YouTube,21-06-2025,Hoodie,unisex,"beige, red",graphic prints,festive,561,7,26947,Global,img_1687.jpg,,straight cut,knee-length,collared,sleeveless,blends,9171.67,designer launches,Prada SS 2025
instagram_1688,Cinema,28-10-2025,Hoodie,unisex,"yellow, black",polka dots,athleisure,661,194,13735,Europe,img_1688.jpg,,bodycon,mini,crew neck,cap sleeve,blends,4863.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1689,Instagram,09-04-2024,Blazer,men,yellow,stripes,streetwear,3046,210,34808,US,img_1689.jpg,,bodycon,ankle-length,crew neck,3/4 sleeve,cotton,12688,trending memes,Vogue Challenge 2024
instagram_1690,Cinema,20-03-2024,Kurta,men,red,graphic prints,streetwear,5552,110,58408,Global,img_1690.jpg,,Slim fit,maxi,halter,bell sleeve,linen,21356.67,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1691,Marketplace,14-08-2025,Blazer,men,blue,floral,festive,3993,129,7092,Europe,img_1691.jpg,,Slim fit,maxi,halter,bell sleeve,polyester,3738,trending memes,Galaxy Brain Remix
instagram_1692,Facebook,18-01-2024,Blazer,men,"blue, white",abstract,athleisure,1314,389,4472,Europe,img_1692.jpg,,flared,midi,square neck,cap sleeve,denim,2058.33,franchise,Fast X Sequel 2024
instagram_1693,Facebook,06-08-2025,Shirt,men,black,abstract,formal,914,408,37943,India,img_1693.jpg,,straight cut,midi,off-shoulder,sleeveless,denim,13088.33,event - memes,Super Bowl Halftime Meme 2025
instagram_1694,Celebrities,13-02-2024,Saree,women,"black, green, pink",tie-dye,festive,5221,72,43784,Europe,img_1694.jpg,,Slim fit,midi,square neck,cap sleeve,linen,16359,event - political,EU Parliament 2024
instagram_1695,Facebook,25-04-2025,Kurta,men,pink,animal print,festive,6236,105,10253,Europe,img_1695.jpg,,flared,maxi,polo neck,full sleeve,denim,5531.33,trending memes,Distracted Boyfriend Revival
instagram_1696,Celebrities,29-07-2024,Saree,women,black,floral,formal,2836,61,13193,US,img_1696.jpg,,bodycon,mini,collared,sleeveless,blends,5363.33,designer launches,Ralph Lauren Spring Collection 2024
instagram_1697,YouTube,23-07-2025,T-Shirt,men,yellow,animal print,casual,39,222,4233,Global,img_1697.jpg,,straight cut,midi,v-neck,3/4 sleeve,rayon,1498,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
